waveform	Ch0	
t0	3/24/2022  12:11:44.922525	
delta t	2.000000E-6	

time[0]	Ch0
3/24/2022  12:11:44.923231	1.053987E+1
3/24/2022  12:11:44.923233	1.053987E+1
3/24/2022  12:11:44.923235	1.053987E+1
3/24/2022  12:11:44.923237	1.053987E+1
3/24/2022  12:11:44.923239	1.053987E+1
3/24/2022  12:11:44.923241	1.053987E+1
3/24/2022  12:11:44.923243	1.053987E+1
3/24/2022  12:11:44.923245	1.053987E+1
3/24/2022  12:11:44.923247	1.053987E+1
3/24/2022  12:11:44.923249	1.053987E+1
3/24/2022  12:11:44.923251	1.053987E+1
3/24/2022  12:11:44.923253	1.053987E+1
3/24/2022  12:11:44.923255	1.053987E+1
3/24/2022  12:11:44.923257	1.053987E+1
3/24/2022  12:11:44.923259	1.053987E+1
3/24/2022  12:11:44.923261	1.053987E+1
3/24/2022  12:11:44.923263	1.053987E+1
3/24/2022  12:11:44.923265	1.053987E+1
3/24/2022  12:11:44.923267	1.053987E+1
3/24/2022  12:11:44.923269	1.053987E+1
3/24/2022  12:11:44.923271	1.053987E+1
3/24/2022  12:11:44.923273	1.053987E+1
3/24/2022  12:11:44.923275	1.053987E+1
3/24/2022  12:11:44.923277	1.053987E+1
3/24/2022  12:11:44.923279	1.053987E+1
3/24/2022  12:11:44.923281	1.053987E+1
3/24/2022  12:11:44.923283	1.053987E+1
3/24/2022  12:11:44.923285	1.053987E+1
3/24/2022  12:11:44.923287	1.053987E+1
3/24/2022  12:11:44.923289	1.053987E+1
3/24/2022  12:11:44.923291	1.053987E+1
3/24/2022  12:11:44.923293	1.053987E+1
3/24/2022  12:11:44.923295	1.053987E+1
3/24/2022  12:11:44.923297	1.053987E+1
3/24/2022  12:11:44.923299	1.053987E+1
3/24/2022  12:11:44.923301	1.053987E+1
3/24/2022  12:11:44.923303	1.053987E+1
3/24/2022  12:11:44.923305	1.053987E+1
3/24/2022  12:11:44.923307	1.053987E+1
3/24/2022  12:11:44.923309	1.053987E+1
3/24/2022  12:11:44.923311	1.053987E+1
3/24/2022  12:11:44.923313	1.053987E+1
3/24/2022  12:11:44.923315	1.053987E+1
3/24/2022  12:11:44.923317	1.053987E+1
3/24/2022  12:11:44.923319	1.053987E+1
3/24/2022  12:11:44.923321	1.053987E+1
3/24/2022  12:11:44.923323	1.053987E+1
3/24/2022  12:11:44.923325	1.053987E+1
3/24/2022  12:11:44.923327	1.053987E+1
3/24/2022  12:11:44.923329	1.053987E+1
3/24/2022  12:11:44.923331	1.053987E+1
3/24/2022  12:11:44.923333	1.053987E+1
3/24/2022  12:11:44.923335	1.053987E+1
3/24/2022  12:11:44.923337	1.053987E+1
3/24/2022  12:11:44.923339	1.053987E+1
3/24/2022  12:11:44.923341	1.053987E+1
3/24/2022  12:11:44.923343	1.053987E+1
3/24/2022  12:11:44.923345	1.053987E+1
3/24/2022  12:11:44.923347	1.053987E+1
3/24/2022  12:11:44.923349	1.053987E+1
3/24/2022  12:11:44.923351	1.053987E+1
3/24/2022  12:11:44.923353	1.053987E+1
3/24/2022  12:11:44.923355	1.053987E+1
3/24/2022  12:11:44.923357	1.053987E+1
3/24/2022  12:11:44.923359	1.053987E+1
3/24/2022  12:11:44.923361	1.053987E+1
3/24/2022  12:11:44.923363	1.053987E+1
3/24/2022  12:11:44.923365	1.053987E+1
3/24/2022  12:11:44.923367	1.053987E+1
3/24/2022  12:11:44.923369	1.053987E+1
3/24/2022  12:11:44.923371	1.053987E+1
3/24/2022  12:11:44.923373	1.053987E+1
3/24/2022  12:11:44.923375	1.053987E+1
3/24/2022  12:11:44.923377	1.053987E+1
3/24/2022  12:11:44.923379	1.053987E+1
3/24/2022  12:11:44.923381	1.053987E+1
3/24/2022  12:11:44.923383	1.053987E+1
3/24/2022  12:11:44.923385	1.053987E+1
3/24/2022  12:11:44.923387	1.053987E+1
3/24/2022  12:11:44.923389	1.053987E+1
3/24/2022  12:11:44.923391	1.053987E+1
3/24/2022  12:11:44.923393	1.053987E+1
3/24/2022  12:11:44.923395	1.053987E+1
3/24/2022  12:11:44.923397	1.053987E+1
3/24/2022  12:11:44.923399	1.053987E+1
3/24/2022  12:11:44.923401	1.053987E+1
3/24/2022  12:11:44.923403	1.053987E+1
3/24/2022  12:11:44.923405	1.053987E+1
3/24/2022  12:11:44.923407	1.053987E+1
3/24/2022  12:11:44.923409	1.053987E+1
3/24/2022  12:11:44.923411	1.053987E+1
3/24/2022  12:11:44.923413	1.053987E+1
3/24/2022  12:11:44.923415	1.053987E+1
3/24/2022  12:11:44.923417	1.053987E+1
3/24/2022  12:11:44.923419	1.053987E+1
3/24/2022  12:11:44.923421	1.053987E+1
3/24/2022  12:11:44.923423	1.053987E+1
3/24/2022  12:11:44.923425	1.053987E+1
3/24/2022  12:11:44.923427	1.053987E+1
3/24/2022  12:11:44.923429	1.053987E+1
3/24/2022  12:11:44.923431	1.053987E+1
3/24/2022  12:11:44.923433	1.053987E+1
3/24/2022  12:11:44.923435	1.053987E+1
3/24/2022  12:11:44.923437	1.053987E+1
3/24/2022  12:11:44.923439	1.053987E+1
3/24/2022  12:11:44.923441	1.053987E+1
3/24/2022  12:11:44.923443	1.053987E+1
3/24/2022  12:11:44.923445	1.053987E+1
3/24/2022  12:11:44.923447	1.053987E+1
3/24/2022  12:11:44.923449	1.053987E+1
3/24/2022  12:11:44.923451	1.053987E+1
3/24/2022  12:11:44.923453	1.053987E+1
3/24/2022  12:11:44.923455	1.053987E+1
3/24/2022  12:11:44.923457	1.053987E+1
3/24/2022  12:11:44.923459	1.053987E+1
3/24/2022  12:11:44.923461	1.053987E+1
3/24/2022  12:11:44.923463	1.053987E+1
3/24/2022  12:11:44.923465	1.053987E+1
